inchikey,chemical,company
UCMIRNVEIXFBKS-UHFFFAOYSA-N,['beta-alanine'],"['Basic and Applied Basic Research Foundation of Guangdong Province [Foundation]', 'National Natural Science Foundation of China [Foundation]']"
UCNVFOCBFJOQAL-UHFFFAOYSA-N,"['1-chloro-4-[2,2-dichloro-1-(4-chlorophenyl)ethenyl]benzene', '2,2-Bis(4-chlorophenyl)-1,1-dichloroethene', 'DDE', 'dichlorodiphenyldichloroethylene', ""p,p'-DDE"", ""p,p'-dichlorodiphenyldichloroethylene"", 'p,p′-dichlorodiphenyldichloroethylene']","['National Institute of Environmental Health Sciences [University]', 'National Institute of Environmental Health Sciences [University]', 'National Institute of Environmental Health Sciences [University]', 'Environmental Protection Agency [Government]', 'Environmental Protection Agency [Government]', 'Environmental Protection Agency [Government]', 'National Institute for Occupational Safety and Health [Government]', 'National Institute of Environmental Health Sciences [University]', 'National Institute of Environmental Health Sciences [University]', 'National Institute of Environmental Health Sciences [University]', 'Environmental Protection Agency [Government]', 'Environmental Protection Agency [Government]', 'Environmental Protection Agency [Government]', 'National Institute for Occupational Safety and Health [Government]', 'National Institute of Environmental Health Sciences [University]', 'Division of Ocean Sciences [Unknown]', 'California State University [University]', 'Southern California Coastal Water Research Project [Unknown]', 'National Institute of Environmental Health Sciences [University]', 'National Oceanic and Atmospheric Administration [Unknown]', 'Biological and Environmental Research [Unknown]', 'Division of Graduate Education [Unknown]', 'Office of Science [Unknown]', 'Biological and Environmental Research [Unknown]', 'Division of Graduate Education [Unknown]', 'Office of Science [Unknown]', 'National Institute of Environmental Health Sciences [University]', 'National Institute of Environmental Health Sciences [University]', 'U.S. Environmental Protection Agency [Government]', 'National Institute for Occupational Safety and Health [Government]', 'National Institute of Environmental Health Sciences [University]', 'National Institute of Environmental Health Sciences [University]', 'U.S. Environmental Protection Agency [Government]', 'National Institute for Occupational Safety and Health [Government]', 'Norges Forskningsråd [Unknown]', 'Miljødirektoratet [Unknown]', 'World Wildlife Fund [Unknown]', 'Center for Ice, Climate and Ecosystems (ICE) at the Norwegian Polar Institute [Unknown]', 'Klima- og miljødepartementet [Government]', 'Norwegian Polar Institute [Unknown]', 'Nederlandse Organisatie voor Wetenschappelijk Onderzoek [Unknown]', 'Environment and Climate Change Canada [Unknown]', 'Indigenous and Northern Affairs Canada [Unknown]', 'Acadia University [University]', 'Natural Sciences and Engineering Research Council of Canada [Unknown]', 'China Scholarship Council [Unknown]', 'China Scholarship Council [Unknown]', 'Environment and Climate Change Canada [Unknown]', 'Natural Sciences and Engineering Research Council of Canada [Unknown]', 'Türkiye Bilimsel ve Teknolojik Arastirma Kurumu [Unknown]', 'Ministry of Education, Culture, Sports, Science and Technology [Government]', 'Japan Society for the Promotion of Science [Unknown]', 'Ministry of Education, Culture, Sports, Science and Technology [Government]', 'Japan Society for the Promotion of Science [Unknown]', 'Canadian Institutes of Health Research [Unknown]', 'Canada Research Chairs [Unknown]', 'Canadian Institutes of Health Research [Unknown]', 'Canada Research Chairs [Unknown]', 'Lawrence Livermore National Laboratory [Government]', 'National Oceanic and Atmospheric Administration [Unknown]', 'National Institute of General Medical Sciences [University]']"
UCQFCFPECQILOL-UHFFFAOYSA-N,['diethyl-phosphate'],"['U.S. Department of Health and Human Services [Government]', 'U.S. Department of Health and Human Services [Government]']"
UCQUAMAQHHEXGD-UHFFFAOYSA-N,['HFO'],"[""Ministry of Science and Technology of the People's Republic of China [Government]"", 'National Natural Science Foundation of China [Foundation]', 'National Natural Science Foundation of China [Foundation]', 'National Natural Science Foundation of China [Foundation]', 'Not Found [Unknown]', 'Biological and Environmental Research [Unknown]', 'Engineering and Physical Sciences Research Council [Unknown]', ""Ministry of Science and Technology of the People's Republic of China [Government]"", 'National Natural Science Foundation of China [Foundation]', 'Beijing Natural Science Foundation [Foundation]', 'European Metrology Programme for Innovation and Research [Unknown]', 'Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung [Unknown]', 'Bundesamt für Umwelt [Unknown]', 'Centro Svizzero di Calcolo Scientifico [Unknown]', 'High Altitude Research Stations Jungfraujoch and Gornergrat [Unknown]', 'AtmoChemECV2 project [Unknown]', 'Integrated Carbon Observation System Research Infrastructure [Unknown]', 'MetClimVOC project [Unknown]', 'National Natural Science Foundation of China [Foundation]', 'Geocenter Danmark [Unknown]', 'Danmarks Frie Forskningsfond [Unknown]']"
UCSJYZPVAKXKNQ-HZYVHMACSA-N,['streptomycin'],['Not Found [Unknown]']
UCTWMZQNUQWSLP-VIFPVBQESA-N,['epinephrine'],"['Central Public-interest Scientific Institution Basal Research Fund for Chinese Academy of Tropical Agricultural Sciences [Unknown]', ""Ministry of Science and Technology of the People's Republic of China [Government]"", 'Agricultural Fine Breed Project of Shandong [Unknown]', 'Modern AgroIndustry Technology Research System [Unknown]', 'Guizhou Medical University [University]', 'National Natural Science Foundation of China [Foundation]', 'Agence Nationale de la Recherche [Unknown]']"
UCUNFLYVYCGDHP-BYPYZUCNSA-N,['methionine sulfone'],"['Division of Chemistry [Unknown]', 'Michigan Space Grant Consortium [Unknown]', 'Division of Atmospheric and Geospace Sciences [Unknown]']"
UDFPKNSWSYBIHO-UHFFFAOYSA-N,['7-methoxy-4-methylcoumarin'],"['Jiangsu Provincial Key Research and Development Program [Unknown]', 'Natural Science Foundation of Jiangsu Province [Foundation]', 'Nanjing Medical University [University]', 'National Natural Science Foundation of China [Foundation]', 'State Administration for Market Regulation [Unknown]']"
UDKABVSQKJNZBH-DWNQPYOZSA-N,['MGA'],"['Government of Canada [Government]', 'Beef Cattle Research Council [Unknown]', 'Canada Research Chairs [Unknown]']"
UDMBCSSLTHHNCD-KQYNXXCUSA-N,"['AMP', ""adenosine 5'-monophosphate"", 'adenosine monophosphate', 'adenylate']","['Not Found [Unknown]', 'Not Found [Unknown]', 'Not Found [Unknown]', 'Ministry of Education [Government]', 'Ministry of Science and Technology, Taiwan [Government]', 'Chongqing Municipal Education Commission [Unknown]', 'Natural Science Foundation of Chongqing [Foundation]', 'National Natural Science Foundation of China [Foundation]', 'Guangxi Key Laboratory of Theory and Technology for Environmental Pollution Control [Unknown]', ""Ministry of Education of the People's Republic of China [Government]"", 'Science and Technology Commission of Shanghai Municipality [Unknown]', 'National Natural Science Foundation of China [Foundation]', 'State Key Laboratory of Clean Energy Utilization [Unknown]', ""Ministry of Science and Technology of the People's Republic of China [Government]"", 'China Postdoctoral Science Foundation [Foundation]', 'State Key Laboratory of Pollution Control and Resource Reuse [Unknown]', 'National Natural Science Foundation of China [Foundation]', 'National Natural Science Foundation of China [Foundation]', 'National Natural Science Foundation of China [Foundation]', 'Advanced Research Projects Agency - Energy [Unknown]', 'Basic and Applied Basic Research Foundation of Guangdong Province [Foundation]', 'China Postdoctoral Science Foundation [Foundation]', 'State Key Joint Laboratory of Environmental Simulation and Pollution Control [Unknown]', 'National Natural Science Foundation of China [Foundation]', 'National Natural Science Foundation of China [Foundation]']"
Error,['UDMH-Cl'],"['Division of Chemical, Bioengineering, Environmental, and Transport Systems [Unknown]', 'Arkansas Water Resources Center, University of Arkansas [University]']"
UEGPKNKPLBYCNK-UHFFFAOYSA-L,['mg acetate'],"['Australian Research Council [Unknown]', 'National Natural Science Foundation of China [Foundation]']"
UEJJHQNACJXSKW-UHFFFAOYSA-N,['thalidomide'],['Not Found [Unknown]']
UEQUQVLFIPOEMF-UHFFFAOYSA-N,['mianserin'],"['European Research Council [Unknown]', 'Swiss National Science Foundation [Foundation]', ""Ministry of Science and Technology of the People's Republic of China [Government]"", 'Universität Wien [University]', 'Government of Jiangsu Province [Government]', 'FP7 Ideas: European Research Council [Unknown]', 'National Natural Science Foundation of China [Foundation]']"
UEQZFAGVRGWPDK-UHFFFAOYSA-N,['desnitro-imidacloprid'],"['Alfred P. Sloan Foundation [Foundation]', 'U.S. Geological Survey [Unknown]', 'Division of Chemical, Bioengineering, Environmental, and Transport Systems [Unknown]', 'Center for Biocatalysis and Bioprocessing, University of Iowa [University]', 'Nature Conservancy [Unknown]', 'Division of Graduate Education [Unknown]', 'Office of Integrative Activities [Unknown]']"
UEYADZOLTOWZHY-UHFFFAOYSA-N,"['phytoestrogen', 'phytoestrogens']","['Brunel University London [University]', 'Universiteit Utrecht [University]', 'National Natural Science Foundation of China [Foundation]', 'H2020 Marie Sklodowska-Curie Actions [Unknown]', 'U.S. Geological Survey [Unknown]', ""Ministry of Science and Technology of the People's Republic of China [Government]"", 'Government of Jiangsu Province [Government]', 'National Natural Science Foundation of China [Foundation]', 'National Institutes of Health [Government]']"
UEZVMMHDMIWARA-UHFFFAOYSA-M,"['Phosphonate', 'organophosphonate', 'phosphonate']","['Basic Energy Sciences [Unknown]', 'Division of Earth Sciences [Unknown]', 'State Administration of Foreign Experts Affairs [Unknown]', ""Ministry of Education of the People's Republic of China [Government]"", ""Ministry of Science and Technology of the People's Republic of China [Government]"", 'National Natural Science Foundation of China [Foundation]', 'Central University Basic Research Fund of China [University]', 'National Natural Science Foundation of China [Foundation]', 'Central University Basic Research Fund of China [University]', 'National Natural Science Foundation of China [Foundation]', 'Nankai University [University]', ""Ministry of Education of the People's Republic of China [Government]"", 'National Key Research and Development Program of China [Unknown]', 'National Natural Science Foundation of China [Foundation]']"
UFBJCMHMOXMLKC-UHFFFAOYSA-N,"['2,4-DNP', '2,4-dinitrophenol', 'Dinitrophenol']","['Division of Atmospheric and Geospace Sciences [Unknown]', 'Office of Science [Unknown]', 'National Natural Science Foundation of China [Foundation]', 'Priority Academic Program Development of Jiangsu Higher Education Institute [Unknown]', 'Division of Chemistry [Unknown]', 'Division of Atmospheric and Geospace Sciences [Unknown]', 'Universidade de Macau [University]', 'Fundo para o Desenvolvimento das Ciências e da Tecnologia [Unknown]', 'National Natural Science Foundation of China [Foundation]', 'H2020 European Research Council [Unknown]', 'Higher Education Discipline Innovation Project [Unknown]', 'Special Fund for Agro-scientific Research in the Public Interest [Unknown]', 'National Natural Science Foundation of China [Foundation]', 'Special Fund for Key Science and Technology Program in Xinjiang Province [Unknown]', 'Special Fund for Agro-scientific Research in the Public Interest [Unknown]', 'National Natural Science Foundation of China [Foundation]', 'Special Fund for Key Science and Technology Program in Xinjiang Province [Unknown]', 'Mistra SafeChem [Unknown]']"
UFHFLCQGNIYNRP-JMRXTUGHSA-N,"['Tritium', 'tritium']","['European Research Council [Unknown]', 'University of California Berkeley [University]', 'Biological and Environmental Research [Unknown]', 'National Natural Science Foundation of China [Foundation]', 'U.S. Geological Survey [Unknown]', 'State Key Laboratory of NBC Protection for Civilian Open Fund Project [Unknown]', 'State Key Laboratory of NBC Protection for Civilian Open Fund Project [Unknown]']"
UFHFLCQGNIYNRP-OUBTZVSYSA-N,['(2)H'],"['National Science Foundation [Foundation]', 'National Science Foundation [Foundation]']"
