inchikey,chemical,company
Error,['PFASSTRUCTv4'],['Agilent Technologies [Company]']
Error,['PFASis'],"['Queensland Health [Government]', 'Australian Research Council [Government]', 'Strategic Environmental Research and Development Program [Unknown]', 'University of Queensland [University]']"
Error,['PFC-318'],"['China Meteorological Administration [Unknown]', 'National Key Research and Development Program of China [Unknown]', 'Natural Environment Research Council [Unknown]', 'H2020 Marie Sklodowska-Curie Actions [Unknown]', 'National Aeronautics and Space Administration [Government]', 'Shanghai Belt and Road Joint Laboratory [Unknown]']"
Error,['PFCA'],"['National Natural Science Foundation of China [Foundation]', 'Natural Science Foundation of Zhejiang Province [Foundation]', 'Research Center for Industries of the Future at Westlake University [University]', 'Strategic Environmental Research and Development Program [Unknown]', 'Not Found [Unknown]', 'VINNOVA [Government]', 'Naturv?rdsverket [Unknown]', 'Development Fund of the Swedish Construction Industry [Unknown]', 'Not Found [Unknown]', 'Agence Nationale de la Recherche [Unknown]', 'HORIZON EUROPE European Innovation Council [Unknown]', 'Schweizerischer Nationalfonds zur F?rderung der Wissenschaftlichen Forschung [Unknown]', 'Norges Forskningsr?d [Unknown]', 'Centre National de la Recherche Scientifique [Unknown]', 'Institut Polaire Fran?ais Paul Emile Victor [Unknown]', 'La Rochelle Universit? [University]']"
Error,['PFCAs'],"['Svenska Forskningsr?det Formas [Unknown]', 'Naturv?rdsverket [Unknown]', 'National Key Research and Development Program of China [Unknown]', 'National Natural Science Foundation of China [Foundation]', 'Shanghai Rising-Star Program [Unknown]', 'National Science and Technology Council [Government]', 'Not Found [Unknown]', 'Not Found [Unknown]', 'Svenska Forskningsr?det Formas [Unknown]', 'Norges Forskningsr?d [Unknown]', 'Natural Environment Research Council [Unknown]', 'University of Oxford [University]', 'Knowledge Foundation [Foundation]', 'Horizon 2020 Framework Programme [Unknown]', 'Burdett-Coutts Trust [Foundation]', 'Svalbard Science Forum Arctic Field Grant [Unknown]', 'Weston Family Foundation [Foundation]', 'Agence Nationale de la Recherche [Unknown]', 'Norges Forskningsr?d [Unknown]', 'Fonds de recherche du Qu?bec ? Nature et technologies [Company]', 'Framsenteret [Unknown]', 'Institut Polaire Fran?ais Paul Emile Victor [Unknown]', 'Polar Knowledge Canada [Government]', 'Natural Sciences and Engineering Research Council of Canada [Government]', 'Mitacs [Government]', 'National Natural Science Foundation of China [Foundation]', 'Program for the Top Young-aged Talents of Higher Learning Institutions of Hebei [Unknown]', 'Hainan Tropical Ocean University [University]', 'National Key Research and Development Program of China [Unknown]', ""Ministry of Education of the People's Republic of China [Government]"", 'National Natural Science Foundation of China [Foundation]', 'Schweizerischer Nationalfonds zur F??rderung der Wissenschaftlichen Forschung [Unknown]', 'Strategic Environmental Research and Development Program [Unknown]']"
Error,['PFECA'],"['National Natural Science Foundation of China [Foundation]', 'Natural Science Foundation of Zhejiang Province [Foundation]', 'Research Center for Industries of the Future at Westlake University [University]']"
Error,['PFESA'],"['Fundamental Research Funds for the Central Universities [University]', 'National Natural Science Foundation of China [Foundation]', 'Innovative Research Groups of National Natural Science Foundation of China [Foundation]']"
Error,['PFOS-Na+-goethite'],"['Sino-Danish Center [Unknown]', 'H.C. ?rsted Fond [Unknown]']"
Error,['PFOSlin'],"['Agence Nationale de la Recherche [Unknown]', 'HORIZON EUROPE European Innovation Council [Unknown]', 'Schweizerischer Nationalfonds zur F?rderung der Wissenschaftlichen Forschung [Unknown]', 'Norges Forskningsr?d [Unknown]', 'Centre National de la Recherche Scientifique [Unknown]', 'Institut Polaire Fran?ais Paul Emile Victor [Unknown]', 'La Rochelle Universit? [University]']"
Error,['PFPECAs'],"['Shanghai Municipal Health Commission [Unknown]', 'Scientific and Technological Innovation Action Plan for Social Development [Unknown]', 'NHC Key Laboratory of Food Safety Risk Assessment [Unknown]']"
Error,['PFSA'],"['China Postdoctoral Science Foundation [Foundation]', 'Science Fund for Distinguished Young Scholars of Jiangsu Province [Unknown]', 'Jiangsu Provincial Department of Science and Technology [Government]', 'Fundamental Research Funds for the Central Universities [University]', 'National Natural Science Foundation of China [Foundation]']"
Error,['PFSAs'],"['Not Found [Unknown]', 'Svenska Forskningsr?det Formas [Unknown]', 'Norges Forskningsr?d [Unknown]', 'Natural Environment Research Council [Unknown]', 'University of Oxford [University]', 'Knowledge Foundation [Foundation]', 'Horizon 2020 Framework Programme [Unknown]', 'Burdett-Coutts Trust [Foundation]', 'Svalbard Science Forum Arctic Field Grant [Unknown]', 'VINNOVA [Government]', 'Naturv?rdsverket [Unknown]', 'Development Fund of the Swedish Construction Industry [Unknown]', 'National Natural Science Foundation of China [Foundation]', 'Program for the Top Young-aged Talents of Higher Learning Institutions of Hebei [Unknown]', 'Hainan Tropical Ocean University [University]', 'National Science Foundation Graduate Research Fellowship Program [Foundation]', 'University of California, Riverside [University]', 'Strategic Environmental Research and Development Program [Unknown]', 'Schweizerischer Nationalfonds zur F??rderung der Wissenschaftlichen Forschung [Unknown]']"
PGLTVOMIXTUURA-UHFFFAOYSA-N,['iodoacetamide'],"['Basic and Applied Basic Research Foundation of Guangdong Province [Foundation]', 'National Natural Science Foundation of China [Foundation]', 'Zhuhai Basic and Applied Basic Research Foundation [Foundation]']"
PGOOBECODWQEAB-UHFFFAOYSA-N,['clothianidin'],"['Helmholtz-Gemeinschaft [Company]', 'HORIZON EUROPE Health [Unknown]']"
PHEDXBVPIONUQT-RGYGYFBISA-N,"['TPA', 'phorbol 12-myristate 13-acetate']","['National Natural Science Foundation of China [Foundation]', 'Woods Institute for Environment, Stanford University [University]', 'National Key Research and Development Program of China [Unknown]', 'National Natural Science Foundation of China [Foundation]', 'Chinese Academy of Sciences [Unknown]']"
Error,['PHONO'],"['Natural Science Foundation of Shanghai Municipality [Foundation]', 'National Key Research and Development Program of China [Unknown]', 'National Natural Science Foundation of China [Foundation]']"
PHOUCOQMFACDNW-UHFFFAOYSA-N,['cobalt sulfide (CoS2)'],"['Science and Technology Foundation of Shenzhen City [Foundation]', 'National Natural Science Foundation of China [Foundation]']"
PHVGLTMQBUFIQQ-UHFFFAOYSA-N,['nortriptyline'],"['University of Exeter [University]', 'Innovative Medicines Initiative [Unknown]', 'Merck [Company]', 'European Federation of Pharmaceutical Industries and Associations [Company]', 'Seventh Framework Programme [Unknown]']"
Error,['PICA-Mn(II)*'],"['National Key Research and Development Program of China [Unknown]', 'National Natural Science Foundation of China [Foundation]']"
Error,['PICA-Mn(IV)'],"['National Key Research and Development Program of China [Unknown]', 'National Natural Science Foundation of China [Foundation]']"
PJANXHGTPQOBST-VAWYXSNFSA-N,['stilbenes'],"['Schweizerischer Nationalfonds zur F?rderung der Wissenschaftlichen Forschung [Unknown]', 'Division of Atmospheric and Geospace Sciences [Unknown]', 'Office of International Science and Engineering [Unknown]']"
PJDKQTILNRPJTR-UHFFFAOYSA-N,['OOH'],"['National Key Research and Development Program of China [Unknown]', 'National Natural Science Foundation of China [Foundation]', 'Chinese Academy of Sciences [Unknown]']"
PJKDZBIZDKARAM-QKGCVVFFSA-N,"['Sesquiterpenes', 'sesquiterpene', 'sesquiterpenes']","['Alfred P. Sloan Foundation [Foundation]', 'Natural Sciences and Engineering Research Council of Canada [Government]', 'Alfred P. Sloan Foundation [Foundation]', 'Natural Sciences and Engineering Research Council of Canada [Government]', 'National Science Foundation [Foundation]', 'National Science Foundation [Foundation]', 'National Science Foundation [Foundation]', 'Fundamental Research Funds for the Central Universities [University]', 'National Natural Science Foundation of China [Foundation]', 'Second Tibetan Plateau Scientific Expedition and Research program [Unknown]', 'Jiangsu Provincial Collaborative Innovation Center of Climate Change [Unknown]', 'Ministry of Education, Culture, Sports, Science and Technology [Government]', 'Ministry of the Environment, Government of Japan [Government]', 'National Natural Science Foundation of China [Foundation]']"
PJVWKTKQMONHTI-UHFFFAOYSA-N,['coumarins'],"['Jiangsu Provincial Key Research and Development Program [Unknown]', 'Natural Science Foundation of Jiangsu Province [Foundation]', 'Nanjing Medical University [University]', 'National Natural Science Foundation of China [Foundation]', 'State Administration for Market Regulation [Unknown]', 'Schweizerischer Nationalfonds zur F?rderung der Wissenschaftlichen Forschung [Unknown]', 'Division of Atmospheric and Geospace Sciences [Unknown]', 'Office of International Science and Engineering [Unknown]']"
PKDBCJSWQUOKDO-UHFFFAOYSA-M,['TTC'],"['Svenska Forskningsr?det Formas [Unknown]', 'Agence Nationale de la Recherche [Unknown]', 'Vetenskapsr?det [Unknown]', 'Centre National de la Recherche Scientifique [Unknown]']"
PLELHVCQAULGBH-OUKQBFOZSA-N,['trans-dypnone'],"['European Regional Development Fund [Unknown]', 'Fundo para o Desenvolvimento das Ci?ncias e da Tecnologia [Unknown]', 'Funda??o para a Ci?ncia e a Tecnologia [Unknown]', 'Fundo Azul [Unknown]']"
PLGACQRCZCVKGK-UHFFFAOYSA-N,['MeFOSE'],"['National Institute of Environmental Health Sciences [University]', 'North Carolina General Assembly [Government]', 'U.S. Environmental Protection Agency [Government]']"
PLGPSDNOLCVGSS-UHFFFAOYSA-N,['Cyclone'],['National Aeronautics and Space Administration [Government]']
Error,['PM10'],"['Science and Technology Planning Project of Guangdong Province [Unknown]', 'Li Ka Shing Foundation [Foundation]', 'Key Disciplinary Project of Clinical Medicine under the Guangdong High-level University Development Program, Guangdong University Innovation Team Project [University]', '?Dengfeng Project? for the construction of high-level hospitals in Guangdong Province - the First Affiliated Hospital of Shantou University Medical College [University]', 'National Natural Science Foundation of China [Foundation]', 'Youth Beijing Scholar [Unknown]', 'National Key Research and Development Program of China [Unknown]', 'National Natural Science Foundation of China [Foundation]']"
Error,['PM2.5 nitrate'],"['Fondation Air Liquide [Unknown]', 'Belgian Federal Science Policy Office [Government]', 'Fonds De La Recherche Scientifique - FNRS [Unknown]', 'Harvard?NUIST Joint Laboratory for Air Quality and Climate [University]']"
PMJHHCWVYXUKFD-SNAWJCMRSA-N,"['1,3-pentadiene']",['U.S. Environmental Protection Agency [Government]']
Error,['PMS'],"['China Postdoctoral Science Foundation [Foundation]', 'National Natural Science Foundation of China [Foundation]', 'Guangdong Natural Science Foundation-General Program [Foundation]', 'Korea Environmental Industry and Technology Institute [Unknown]', 'National Natural Science Foundation of China [Foundation]', 'Startup Foundation for Introducing Talent of Nanjing University of Information Science and Technology [University]', 'National Key Research and Development Program of China [Unknown]', 'Natural Science Foundation of Jiangsu Province [Foundation]', 'Fundamental Research Funds for the Central Universities [University]', 'National Natural Science Foundation of China [Foundation]', 'National Natural Science Foundation of China [Foundation]', 'Science and Technology Foundation of Shenzhen City [Foundation]', 'National Natural Science Foundation of China [Foundation]', 'National Key Research and Development Program of China [Unknown]', 'State Key Laboratory of Urban Water Resource and Environment [Unknown]', 'National Natural Science Foundation of China [Foundation]', 'Heilongjiang Touyan Innovation Team Program [Unknown]', 'Fundamental Research Funds for the Central Universities [University]', 'National Natural Science Foundation of China [Foundation]', 'National Key Research and Development Program of China [Unknown]', 'National Natural Science Foundation of China [Foundation]', 'National Natural Science Foundation of China [Foundation]', 'National Science Foundation [Foundation]']"
Error,['PMSO'],['National Science Foundation [Foundation]']
PMZDQRJGMBOQBF-UHFFFAOYSA-N,"['4-hydroxyquinoline', '4-quinolone']","['Zhejiang Gongshang University [University]', 'National Natural Science Foundation of China [Foundation]', 'Natural Science Foundation of Zhejiang Province [Foundation]', 'National Natural Science Foundation of China [Foundation]']"
PMZURENOXWZQFD-UHFFFAOYSA-L,['Na2SO4'],"['Technological Innovation Projects of Shandong Province [Unknown]', 'Natural Science Foundation of Shandong Province [Foundation]', 'Shandong Energy Institute [Unknown]', 'National Natural Science Foundation of China [Foundation]', 'Joint Fund of the National Natural Science Foundation of China [Foundation]']"
PNDPGZBMCMUPRI-UHFFFAOYSA-N,"['Iodine', 'iodine']","['National Natural Science Foundation of China [Foundation]', 'Fundamental Research Funds for the Central Universities [University]', 'National Natural Science Foundation of China [Foundation]', 'National Natural Science Foundation of China [Foundation]', 'National Natural Science Foundation of China [Foundation]', 'National Postdoctoral Program for Innovative Talents [Unknown]', 'China Postdoctoral Science Foundation [Foundation]', 'Science and Technology Commission of Shanghai Municipality [Unknown]', 'Fundamental Research Funds for the Central Universities [University]', 'National Natural Science Foundation of China [Foundation]', 'Program of Shanghai Academic Research Leader [Unknown]', 'National Postdoctoral Program for Innovative Talents [Unknown]', 'China Postdoctoral Science Foundation [Foundation]', 'Science and Technology Commission of Shanghai Municipality [Unknown]', 'Fundamental Research Funds for the Central Universities [University]', 'National Natural Science Foundation of China [Foundation]', 'Program of Shanghai Academic Research Leader [Unknown]', 'National Natural Science Foundation of China [Foundation]', 'Kurita Water and Environment Foundation [Foundation]', 'European Research Council [Unknown]', 'Precursory Research for Embryonic Science and Technology [Unknown]', 'Sumitomo Foundation [Foundation]', 'Japan Society for the Promotion of Science [Unknown]', 'Max-Planck-Gesellschaft [Government]', 'Iketani Science and Technology Foundation [Foundation]', 'Advanced Technology Institute [Unknown]', 'National Key Research and Development Program of China [Unknown]', 'China Postdoctoral Science Foundation [Foundation]', 'Fundamental Research Funds for the Central Universities [University]', 'National Natural Science Foundation of China [Foundation]', 'Yuxiu Young Scholars Program of Nanjing University [University]']"
PNEYBMLMFCGWSK-UHFFFAOYSA-N,['aluminum oxide'],['U.S. Department of Energy [Government]']
PNPCRKVUWYDDST-UHFFFAOYSA-N,['3-chloroaniline'],"['National Science Foundation Graduate Research Fellowship Program [Foundation]', 'University at Buffalo [University]', 'American Water Works Association [Foundation]', 'Division of Chemical, Bioengineering, Environmental, and Transport Systems [Unknown]', 'National Science Foundation [Foundation]', 'TGO Technologies [Company]']"
Error,['PO2'],"['United States-Israel Binational Science Foundation [Foundation]', 'Israel Science Foundation [Foundation]', 'National Oceanic and Atmospheric Administration [Government]', 'Natural Sciences and Engineering Research Council of Canada [Government]', 'United States-Israel Binational Science Foundation [Foundation]', 'Israel Science Foundation [Foundation]', 'Division of Atmospheric and Geospace Sciences [Unknown]']"
Error,['PO4'],"['Kurita Water and Environment Foundation [Foundation]', 'Asia-Pacific Network for Global Change Research [Government]', 'Research Institute for Humanity and Nature [Unknown]', 'Hiroshima University [University]', 'Japan Society for the Promotion of Science [Unknown]', 'H2020 Marie Sklodowska-Curie Actions [Unknown]', 'National Key Research and Development Program of China [Unknown]', 'National Natural Science Foundation of China [Foundation]']"
Error,['PO43'],"['Division of Earth Sciences [Unknown]', 'Division of Electrical, Communications and Cyber Systems [Unknown]', 'Geological Society of America [Foundation]', 'National Science Foundation Graduate Research Fellowship Program [Foundation]', 'National Natural Science Foundation of China [Foundation]']"
PORQOHRXAJJKGK-UHFFFAOYSA-N,"['4,5-dichloro-2-n-octyl-4-isothiazolin-3-one', 'DCOIT']","['Natural Science Foundation of Hubei Province [Foundation]', 'National Natural Science Foundation of China [Foundation]', 'Natural Science Foundation of Hubei Province [Foundation]', 'National Natural Science Foundation of China [Foundation]', 'Natural Science Foundation of Hubei Province [Foundation]', 'National Natural Science Foundation of China [Foundation]', 'Chinese Academy of Sciences [Unknown]']"
PORWMNRCUJJQNO-UHFFFAOYSA-N,['tellurium'],"['Hydro-Qu?bec [Unknown]', 'Total [Unknown]', 'Solvay [Unknown]', 'Michelin [Company]', ""L'Oreal USA [Unknown]"", 'Arcelor Mittal [Company]', 'LVMH [Company]', 'Optel [Unknown]', 'Centre interdisciplinaire de recherche en op?rationnalisation du d?veloppement durable [Unknown]', 'Richemont [Company]', 'OCP [Unknown]', ""Minist?re de l'?conomie, de l'Innovation et de l'Energie de Qu?bec [Unknown]""]"
POULHZVOKOAJMA-UHFFFAOYSA-N,['lauric acid'],['Environmental Molecular Sciences Laboratory [Government]']
Error,['PP'],"['Svenska Forskningsr?det Formas [Unknown]', 'Agence Nationale de la Recherche [Unknown]', 'Vetenskapsr?det [Unknown]', 'Centre National de la Recherche Scientifique [Unknown]', 'China Scholarship Council [Government]', 'R?gion Bretagne [Unknown]']"
Error,['PPA'],['National Science Foundation [Foundation]']
PPBRXRYQALVLMV-UHFFFAOYSA-N,['styrene'],"['National Natural Science Foundation of China [Foundation]', 'Fundamental Research Funds for the Central Universities ,Sun Yat-sen University [University]', 'National Key Research and Development Program of China [Unknown]', 'Special Program of the National Natural Science Foundation of China [Foundation]']"
Error,['PPD'],"['National Key Research and Development Program of China [Unknown]', 'University Grants Committee [University]', 'National Natural Science Foundation of China [Foundation]', 'Zhejiang Province Leading Earth Goose Program [Unknown]', 'National Key Research and Development Program of China [Unknown]', 'National Natural Science Foundation of China [Foundation]']"
Error,['PPD C-N'],"['National Natural Science Foundation of China [Foundation]', 'Zhejiang Province Leading Earth Goose Program [Unknown]']"
Error,['PPD-Qs'],"[""Ministry of Education of the People's Republic of China [Government]"", 'National Key Research and Development Program of China [Unknown]', 'China Postdoctoral Science Foundation [Foundation]', 'National Natural Science Foundation of China [Foundation]']"
Error,['PPD-quinones'],"['National Natural Science Foundation of China [Foundation]', 'National Key Research and Development Program of China [Unknown]', 'University Grants Committee [University]']"
Error,['PPDs'],"['Guangzhou Institute of Geochemistry, Chinese Academy of Sciences [University]', 'Basic and Applied Basic Research Foundation of Guangdong Province [Foundation]', 'Youth Innovation Promotion Association of the Chinese Academy of Sciences [Unknown]', 'National Natural Science Foundation of China [Foundation]', 'Alliance of International Science Organizations [Unknown]', 'State Key Laboratory of Organic Geochemistry, GIGCAS [Unknown]', 'Environment and Climate Change Canada [Government]', 'Natural Sciences and Engineering Research Council of Canada [Government]']"
PPNAOCWZXJOHFK-UHFFFAOYSA-N,['manganese oxide'],"['Research Grants Council, University Grants Committee [University]', 'Hong Kong University of Science and Technology [University]', 'Major Science and Technology Projects in Yunnan Province [Unknown]', 'National Natural Science Foundation of China [Foundation]', 'Yunnan Fundamental Research Projects [Unknown]']"
Error,['PS'],"['Postdoctoral Research Foundation of China [Foundation]', 'National Natural Science Foundation of China [Foundation]', 'Xinjiang Biomass Solid Waste Resources Technology and Engineering Center Foundation [Foundation]']"
Error,['PS-NP'],"['China Postdoctoral Science Foundation [Foundation]', 'Natural Science Foundation of Jiangsu Province [Foundation]', 'Tianjin Municipal Science and Technology Committee [Unknown]', 'National Natural Science Foundation of China [Foundation]', 'Chinese Academy of Medical Sciences Initiative for Innovative Medicine [Unknown]']"
PSDMOPINLDTFSZ-UHFFFAOYSA-N,['Lu3+'],"['National Key Research and Development Program of China [Unknown]', 'Basic and Applied Basic Research Foundation of Guangdong Province [Foundation]', 'China Postdoctoral Science Foundation [Foundation]', 'Guangzhou Municipal Science and Technology Project [Unknown]', 'National Natural Science Foundation of China [Foundation]']"
Error,['PSMP'],"['Key Technologies Research and Development Program [Company]', 'Tianjin Municipal Science and Technology Program [Unknown]', 'National Natural Science Foundation of China-Shandong Joint Fund [Foundation]']"
Error,['PSOA'],"['Zuckerman Institute [Unknown]', 'Israel Science Foundation [Foundation]', 'Feinberg Graduate School, Weizmann Institute of Science [University]', 'Fundamental Research Funds for the Central Universities [University]', 'National Natural Science Foundation of China [Foundation]']"
Error,['PSS'],"['Research Grants Council, University Grants Committee [University]', 'Science, Technology and Innovation Commission of Shenzhen Municipality [Unknown]']"
PTFCDOFLOPIGGS-UHFFFAOYSA-N,['Zn2+'],"['Natural Science Foundation of Sichuan Province [Foundation]', 'National Natural Science Foundation of China [Foundation]', 'Key Laboratory of Jiangxi Province for Persistent Pollutants Prevention Control and Resource Reuse [Unknown]', 'Sichuan Science and Technology Program [Unknown]', 'National Natural Science Foundation of China [Foundation]', 'National Natural Science Foundation of China [Foundation]']"
Error,['PTFE'],"['China Meteorological Administration [Unknown]', 'National Key Research and Development Program of China [Unknown]', 'Natural Environment Research Council [Unknown]', 'H2020 Marie Sklodowska-Curie Actions [Unknown]', 'National Aeronautics and Space Administration [Government]', 'Shanghai Belt and Road Joint Laboratory [Unknown]', 'Waterloo Foundation [Foundation]', 'Cardiff University [University]', 'Environment Agency [Government]', 'Natural Resources Canada [Government]', 'Natural Sciences and Engineering Research Council of Canada [Government]']"
PTLRDCMBXHILCL-UHFFFAOYSA-M,['sodium arsenite'],"['Natural Science Foundation of Fujian Province [Foundation]', 'Xiamen Municipal Bureau of Science and Technology [Unknown]', 'National Natural Science Foundation of China [Foundation]']"
PTMLFFXFTRSBJW-UHFFFAOYSA-N,['3-nitrooxypropanol'],"['H2020 European Research Council [Unknown]', 'Nederlandse Organisatie voor Wetenschappelijk Onderzoek [Government]']"
Error,['PTX'],"['Fundamental Research Funds for the Central Universities [University]', 'National Natural Science Foundation of China [Foundation]', 'Innovative Research Groups of National Natural Science Foundation of China [Foundation]']"
PUAQLLVFLMYYJJ-ZETCQYMHSA-N,['cathinone'],"['Division of Chemical, Bioengineering, Environmental, and Transport Systems [Unknown]']"
Error,['PUFAs'],"['Natural Science Foundation of Henan Province [Foundation]', 'National Natural Science Foundation of China [Foundation]']"
PUYXTUJWRLOUCW-UHFFFAOYSA-N,['spiroxamine'],"['Vetenskapsr?det [Unknown]', 'General Secretariat for Research and Technology [Unknown]', 'Ministerstvo ?kolstv?, Ml?de?e a Telov?chovy [Unknown]', 'Grantov? Agentura Cesk? Republiky [Unknown]', 'Jihomoravsk? centrum pro mezin?rodn? mobilitu [Unknown]', 'Horizon 2020 Framework Programme [Unknown]', 'Eesti Teadusagentuur [Unknown]', 'Norwegian Fram Center [Unknown]', 'Brno City Municipality [Unknown]']"
Error,['PVC'],"['Division of Graduate Education [Unknown]', 'NCCR Catalysis [Unknown]', 'H2020 Environment [Unknown]', 'Bundesamt f?r Umwelt [Unknown]', 'Fonds National de la Recherche Luxembourg [Unknown]', 'Deutsche Forschungsgemeinschaft [Foundation]', 'Not Found [Unknown]', 'European Regional Development Fund [Unknown]', 'Fundo para o Desenvolvimento das Ci?ncias e da Tecnologia [Unknown]', 'Funda??o para a Ci?ncia e a Tecnologia [Unknown]', 'Fundo Azul [Unknown]', 'NCCR Catalysis [Unknown]', 'H2020 Environment [Unknown]', 'Bundesamt f?r Umwelt [Unknown]', 'Bundesamt f?r Gesundheit [Unknown]', 'Amt f?r Abfall, Wasser, Energie und Luft, Kanton Z?rich [Unknown]', ""Service de l'air, du bruit et des rayonnements non ionisants [Unknown]"", 'Geneva cantonal office for the environment [Unknown]', 'National Key Research and Development Program of China [Unknown]', 'National Natural Science Foundation of China [Foundation]', 'Not Found [Unknown]', 'Youth Innovation Promotion Association of the Chinese Academy of Sciences [Unknown]', 'National Natural Science Foundation of China [Foundation]', 'National Natural Science Foundation of China [Foundation]']"
PVCONXMDUZOPJH-UHFFFAOYSA-N,['5-bromo-2-hydroxybenzonitrile'],"['National Key Research and Development Program of China [Unknown]', 'Natural Science Foundation of Qingdao Municipality [Foundation]', 'Taishan Scholar Project of Shandong Province [Unknown]', 'National Natural Science Foundation of China [Foundation]', 'Natural Science Foundation of Shandong Province [Foundation]']"
PVNIIMVLHYAWGP-UHFFFAOYSA-N,"['NAH', 'NiO']","['Korea Environmental Industry and Technology Institute [Unknown]', 'Helmholtz-Zentrum f?r Umweltforschung [Unknown]', 'Ministerio de Ciencia e Innovaci?n [Unknown]', 'China Scholarship Council [Government]']"
Error,['PW350'],"['National Key Research and Development Program of China [Unknown]', 'Fundamental Research Funds for the Provincial Universities of Zhejiang [University]', 'National Natural Science Foundation of China [Foundation]']"
PWDGALQKQJSBKU-UHFFFAOYSA-N,['2-chloro-4-(3-chloro-4-hydroxyphenyl)sulfonylphenol'],"['National Natural Science Foundation of China [Foundation]', 'Shandong Province Higher Educational Program for Introduction and Cultivation of Young Innovative Talents (2021) [Unknown]', 'Taishan Scholars Program of Shandong Province [Unknown]']"
